brand,model_year,milage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price
RAM,2012,113500,Gasoline,Automatic,Black,Black,None reported,Yes,17900
Lamborghini,2013,22000,Gasoline,Automatic,Black,Black,None reported,Yes,150000
INFINITI,2022,3300,Gasoline,Other,Red,Black,None reported,Yes,54000
Volkswagen,2016,41615,Electric,Automatic,Blue,Gray,None reported,Yes,12000
Tesla,2022,11860,Electric,Automatic,White,White,None reported,Yes,92500
BMW,2015,27000,Gasoline,Automatic,Black,Black,None reported,Yes,52500
Kia,2022,22101,Gasoline,Automatic,Glacial White Pearl,Black,At least 1 accident or damage reported,Yes,29430
Chevrolet,1996,60000,Gasoline,Automatic,Purple,Gray,None reported,No,18500
Subaru,2013,46452,Gasoline,Manual,Gray,Black,None reported,Yes,22888
Lincoln,2019,36000,Gasoline,Automatic,White,Beige,None reported,Yes,26500
Chevrolet,2019,13100,Gasoline,Manual,Silver,Red,None reported,Yes,61950
Audi,2019,50000,Gasoline,Automatic,White,Beige,At least 1 accident or damage reported,Yes,27000
Mazda,2018,19500,Gasoline,Other,White,Brown,None reported,Yes,32250
Ford,2016,36000,Gasoline,Manual,Orange,Black,At least 1 accident or damage reported,Yes,31000
Rolls-Royce,2016,21000,Gasoline,Automatic,Brown,Black,None reported,No,217000
Chevrolet,2022,6640,Gasoline,Automatic,Orange,Black,None reported,Yes,51999
BMW,2016,74850,Gasoline,Automatic,White,Brown,At least 1 accident or damage reported,Yes,21900
Nissan,2014,117000,Gasoline,Other,White,Black,At least 1 accident or damage reported,Yes,10900
Toyota,2016,51400,E85 Flex Fuel,Automatic,Black,Black,None reported,No,39900
INFINITI,2022,6000,Gasoline,Automatic,Gold,Brown,None reported,Yes,57999
Mitsubishi,2006,128000,Gasoline,Manual,Silver,Black,None reported,Yes,37999
BMW,2021,15000,Gasoline,Other,White,Brown,None reported,Yes,39995
Toyota,2016,119000,Gasoline,Automatic,Red,Black,None reported,Yes,29950
Lincoln,2006,87500,Gasoline,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,12999
Ford,2011,149000,Gasoline,Automatic,Black,Beige,None reported,Yes,7999
Audi,2015,54700,E85 Flex Fuel,Automatic,Gray,Brown,At least 1 accident or damage reported,Yes,20995
Ford,2021,45979,Gasoline,Automatic,Agate Black Metallic,Black,None reported,Yes,38532
Lincoln,2017,56846,Gasoline,Other,White,Beige,None reported,Yes,29000
Tesla,2017,94100,Electric,Automatic,Black,Orange,At least 1 accident or damage reported,Yes,49900
Jeep,2017,80150,Gasoline,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,22500
GMC,2013,11563,Gasoline,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,12300
Tesla,2022,7500,Electric,Automatic,Silver,Black,None reported,Yes,84000
Mercedes-Benz,2021,15615,Hybrid,Automatic,Gray,Black,None reported,Yes,78000
Subaru,2013,113000,Gasoline,Manual,Blue,Black,At least 1 accident or damage reported,Yes,16000
Kia,2018,74000,Gasoline,Automatic,White,Black,None reported,Yes,15000
Mercedes-Benz,2011,99200,Gasoline,Automatic,Black,Black,None reported,Yes,11900
Volkswagen,2018,36824,Gasoline,Automatic,Red,Red,None reported,Yes,23999
Acura,2005,186040,Gasoline,Automatic,Gray,Beige,At least 1 accident or damage reported,Yes,6700
GMC,2020,58000,Gasoline,Automatic,Black,Black,None reported,Yes,27700
Ford,2020,31250,Gasoline,Automatic,Blue,Gray,None reported,Yes,42500
Jeep,2020,43000,Gasoline,Automatic,White,Beige,None reported,Yes,46500
Toyota,2020,41199,Gasoline,Other,Black,Black/Gun Metal,None reported,No,41598
Kia,2022,22000,Electric,Automatic,Gray,Black,None reported,Yes,45000
Genesis,2022,12900,Gasoline,Automatic,Gray,White,None reported,Yes,53000
Ford,2022,10500,Gasoline,Other,Black,Black,None reported,No,50000
MINI,2020,74725,Gasoline,Automatic,Black,Black,None reported,Yes,21612
Mazda,2021,61117,Gasoline,Automatic,Sonic Silver Metallic,Black,None reported,Yes,26485
BMW,2003,142000,Gasoline,Manual,Silver,Black,At least 1 accident or damage reported,Yes,4800
Ford,2019,31000,–,Manual,Gray,Black,None reported,Yes,34700
Toyota,2012,129355,Gasoline,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,7950
Chevrolet,2010,204000,E85 Flex Fuel,Automatic,White,Gray,At least 1 accident or damage reported,Yes,4900
Lincoln,2016,115600,Gasoline,Automatic,Black,Black,None reported,Yes,22500
Jeep,2023,1563,Hybrid,Automatic,Gray,Black,None reported,Yes,62500
Bentley,2007,72166,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,35995
Lexus,2018,26100,Gasoline,Automatic,Gray,Red,None reported,Yes,37899
BMW,2017,58880,Gasoline,Automatic,White,Brown,None reported,Yes,21000
Cadillac,2021,26000,Gasoline,Automatic,Black,Black,None reported,Yes,104000
Honda,2008,190640,Gasoline,Manual,Silver,Silver,At least 1 accident or damage reported,Yes,5500
Porsche,2020,37500,Gasoline,Automatic,White,Black,None reported,Yes,59900
Ford,2022,13856,Electric,Automatic,White,Black,None reported,Yes,54000
Cadillac,2013,225000,Gasoline,Automatic,Blue,Black,None reported,Yes,13600
Lexus,2014,123256,Gasoline,Automatic,White,Beige,None reported,Yes,24995
Cadillac,2021,11459,Gasoline,Automatic,White,Brown,None reported,Yes,88900
Mercedes-Benz,2016,67289,Gasoline,Automatic,White,Gray,None reported,Yes,20490
Hyundai,2013,56837,Gasoline,Other,Silver,Black,At least 1 accident or damage reported,Yes,10500
Chevrolet,2002,44168,Gasoline,Automatic,Orange,Black,None reported,Yes,30000
Mercedes-Benz,2019,59766,Gasoline,Automatic,Lunar Blue Metallic,Macchiato,None reported,No,26900
Kia,2018,56300,Gasoline,Automatic,Silver,Black,None reported,Yes,29950
Volvo,2004,167000,Gasoline,Manual,Black,Beige,None reported,Yes,8000
Chevrolet,2015,122770,E85 Flex Fuel,Automatic,Brown,Black,None reported,Yes,27499
Land,2019,59271,Gasoline,Automatic,Black,Black,None reported,Yes,54995
GMC,2015,102000,Gasoline,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,24500
Chevrolet,2020,40929,Gasoline,Automatic,Cajun Red Tintcoat,Jet Black,At least 1 accident or damage reported,Yes,44800
Porsche,2019,22000,Gasoline,Automatic,White,Beige,None reported,Yes,174900
Chevrolet,2022,19200,Gasoline,Automatic,White,Black,None reported,Yes,69790
Mercedes-Benz,2019,32376,Gasoline,Automatic,Black,Black,None reported,Yes,128000
Porsche,2023,19800,Gasoline,Automatic,Silver,Black,None reported,Yes,134900
Land,2011,105000,Gasoline,Automatic,Black,Black,None reported,Yes,10000
Ford,2016,122650,Diesel,Automatic,Gray,Black,None reported,Yes,38900
Subaru,2022,14000,Gasoline,Manual,White,Black,None reported,Yes,34999
Lexus,2008,100868,Gasoline,Automatic,Black,Beige,None reported,Yes,15397
Land,2013,111000,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,15000
Cadillac,2021,38500,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,94995
Nissan,2020,41250,Gasoline,Variator,White,–,None reported,Yes,21865
MINI,2006,99600,Gasoline,Automatic,Orange,Black,None reported,Yes,5500
Acura,2013,198000,Gasoline,Other,White,Black,At least 1 accident or damage reported,Yes,11000
Lexus,2021,20598,Gasoline,Automatic,Atomic Silver,Gray,At least 1 accident or damage reported,No,42599
Porsche,2013,52044,Gasoline,Manual,White,Gray,None reported,Yes,76500
MINI,2022,23777,Gasoline,Manual,Gray,Black,None reported,Yes,30000
Ford,2018,60660,Gasoline,Automatic,Gold,Black,At least 1 accident or damage reported,Yes,46900
BMW,2015,26000,Electric,Automatic,White,Beige,None reported,Yes,14999
Mazda,2018,61000,Gasoline,Other,Gray,Black,None reported,Yes,21800
Lexus,2020,53750,Gasoline,Automatic,Black,Red,None reported,Yes,32600
BMW,2023,13735,Gasoline,Automatic,Black Sapphire Metallic,Black,None reported,No,77897
Mercedes-Benz,2019,32580,Gasoline,Automatic,Obsidian Black Metallic,Beige,None reported,No,33998
Porsche,2006,96275,Gasoline,Manual,Silver,Black,At least 1 accident or damage reported,Yes,52500
Ford,2015,162000,Diesel,Other,Red,Beige,None reported,Yes,32000
BMW,2019,92040,Gasoline,Automatic,Alpine White,Black,None reported,Yes,24999
RAM,2017,73690,Gasoline,Automatic,Blue,Gray,At least 1 accident or damage reported,Yes,27000
Toyota,2009,48750,Gasoline,Manual,Brown,Silver,None reported,Yes,17900
Cadillac,2011,124542,Gasoline,Automatic,Gray,Beige,None reported,Yes,8450
Ford,2010,69000,Gasoline,Automatic,White,Black,None reported,Yes,20000
Dodge,2004,148000,Diesel,Automatic,Black,Beige,None reported,Yes,19000
BMW,2006,122141,Gasoline,Manual,Silver,Black,None reported,Yes,10500
Subaru,2012,106000,Gasoline,Manual,Black,Black,None reported,Yes,15000
Ford,2017,113294,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,16500
Kia,2021,24423,Gasoline,Automatic,Black,Black,None reported,No,44315
Tesla,2022,28000,Electric,Automatic,Gray,White,None reported,Yes,68750
RAM,2018,54800,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,37050
Ford,2017,161000,Gasoline,Automatic,Gray,Black,None reported,Yes,17500
Mercedes-Benz,2019,28755,Gasoline,Automatic,Black,Black,None reported,Yes,61350
Audi,2016,52105,E85 Flex Fuel,Automatic,White,Beige,At least 1 accident or damage reported,Yes,20499
Nissan,2018,119950,Gasoline,Other,Black,Black,None reported,Yes,20999
Mercedes-Benz,2003,80081,Gasoline,Automatic,White,Beige,None reported,Yes,12500
Bentley,2021,24500,Gasoline,Automatic,White,White,None reported,Yes,165000
Jeep,2021,4100,Gasoline,Automatic,Black,Black,None reported,Yes,55000
BMW,2020,9670,Gasoline,Other,Blue,Black,None reported,Yes,103500
Dodge,2017,63250,Gasoline,Automatic,Red,Black,None reported,Yes,18650
Lincoln,2017,69431,Gasoline,Automatic,Silver,Black,None reported,Yes,26500
Toyota,2015,108044,Gasoline,Automatic,Black,–,None reported,Yes,31380
BMW,2008,98000,Gasoline,Other,Black,Brown,None reported,Yes,13998
BMW,2019,52253,Gasoline,Other,White,Black,None reported,Yes,34500
Ford,2022,23850,Diesel,Automatic,Silver,Black,None reported,Yes,99750
Mercedes-Benz,2015,1500,Diesel,Automatic,White,Gray,None reported,Yes,39500
Dodge,2021,40000,Gasoline,Automatic,Black,Black,None reported,Yes,32500
Audi,2012,38718,Gasoline,Automatic,Black,Black,None reported,Yes,31000
Toyota,2018,84184,Gasoline,Automatic,Magnetic Gray Metallic,Graphite w/Gun Metal,None reported,No,35998
Mercedes-Benz,2021,13344,Diesel,Automatic,Red,Black,None reported,Yes,56500
INFINITI,2018,51850,Gasoline,Other,Black,Black,None reported,Yes,28900
Porsche,2002,119500,Gasoline,Manual,Black,Black,At least 1 accident or damage reported,Yes,36995
Ford,2021,30918,Gasoline,Automatic,White,Beige,None reported,Yes,51999
Chevrolet,2023,1100,Gasoline,Automatic,Gray,Beige,None reported,Yes,92000
Mercedes-Benz,2019,40000,Gasoline,Automatic,Blue,Black,None reported,Yes,27900
Jeep,2005,100500,Gasoline,Automatic,Black,Gray,None reported,Yes,9998
Dodge,2020,54320,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,67000
Mercedes-Benz,2018,49000,Gasoline,Automatic,Black,Black,None reported,Yes,23450
Porsche,2020,28000,Gasoline,Automatic,Gray,Black,None reported,Yes,134999
Porsche,2022,1750,Gasoline,Automatic,White,Black,None reported,Yes,275000
Cadillac,2007,130000,Gasoline,Automatic,Gold,Beige,At least 1 accident or damage reported,Yes,3499
Maserati,2023,3721,Gasoline,Automatic,White,Red,None reported,Yes,69645
Mercedes-Benz,2016,78101,Gasoline,Automatic,Black,Black,None reported,Yes,34500
Chevrolet,2017,54000,Gasoline,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes,16000
Nissan,2011,185000,Gasoline,Automatic,White,Gray,At least 1 accident or damage reported,Yes,7500
Mercedes-Benz,2015,49000,Gasoline,Automatic,Blue,Beige,None reported,Yes,23500
GMC,2024,2043,Gasoline,Automatic,White,Black,None reported,Yes,81500
Lexus,2016,71750,Gasoline,Automatic,Black,Brown,None reported,Yes,28000
Chevrolet,2020,5194,Gasoline,Automatic,Arctic White,Tension,None reported,No,87500
BMW,2019,42200,Gasoline,Automatic,White,Black,None reported,Yes,27500
Mercedes-Benz,2020,42717,Gasoline,Automatic,Gold,Beige,None reported,Yes,33500
Tesla,2016,102260,Electric,Automatic,White,Black,None reported,Yes,31300
Chevrolet,2022,11089,Gasoline,Manual,Silver Flare Metallic,Adrenaline Red,None reported,No,80900
Jaguar,2018,37777,Gasoline,Other,Black,Black,None reported,Yes,32500
Ford,2021,35921,Gasoline,Automatic,Antimatter Blue Metallic,Black,None reported,No,42995
Ford,2023,1800,Gasoline,Automatic,Gray,Blue,None reported,No,54900
Scion,2014,163019,Gasoline,Manual,Black,Black,At least 1 accident or damage reported,Yes,8900
Mercedes-Benz,2020,14220,Gasoline,Automatic,Blue,Beige,None reported,Yes,35500
Chevrolet,2019,48879,Gasoline,Automatic,Silver Ice Metallic,Jet Black,None reported,No,49573
BMW,2002,117200,Gasoline,Automatic,Black,Black,None reported,Yes,15000
Ford,2016,25000,E85 Flex Fuel,Automatic,Gray,Black,None reported,Yes,65000
BMW,2014,74500,Electric,Automatic,White,Gray,None reported,Yes,11499
INFINITI,2013,33300,Gasoline,Automatic,Gray,Black,None reported,Yes,21990
Ford,2007,123921,Gasoline,Automatic,White,Beige,None reported,Yes,6900
BMW,2021,12800,Gasoline,Automatic,Blue,Blue,None reported,Yes,39990
Aston,2015,21100,Gasoline,Manual,Black,Black,None reported,Yes,80000
Chevrolet,2009,104733,E85 Flex Fuel,Automatic,Black,Black,None reported,Yes,15000
Ford,2020,53000,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,38500
Lexus,2021,17570,Gasoline,Automatic,Emin White,Black,None reported,No,39998
RAM,2020,63875,Hybrid,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,41900
Ford,2023,12500,Hybrid,Automatic,Silver,Black,None reported,Yes,29999
BMW,2001,103990,Gasoline,Manual,Black,Beige,None reported,Yes,10500
Chevrolet,2022,7000,Gasoline,Manual,Blue,Black,None reported,Yes,50000
Chevrolet,2023,9000,Gasoline,Automatic,Blue,Black,None reported,Yes,92000
Pontiac,2007,7800,Gasoline,Automatic,Silver,Black,None reported,Yes,19000
Cadillac,2017,69289,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,20997
Toyota,2011,106000,Gasoline,Automatic,White,Gray,At least 1 accident or damage reported,Yes,16600
Lincoln,2020,68000,Gasoline,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,55999
Toyota,2019,13828,Hybrid,Variator,Blue,Black,None reported,Yes,43000
Audi,2018,39600,Gasoline,Other,White,Black,None reported,Yes,26999
Jeep,2003,92000,Gasoline,Manual,Gold,Black,None reported,Yes,12500
Toyota,2022,5020,Gasoline,Automatic,Black,Gray,None reported,Yes,36500
Chevrolet,2007,107800,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,15000
Audi,2019,23827,Gasoline,Automatic,Gray,Black,None reported,Yes,34995
Audi,2020,25300,Hybrid,Automatic,White,Beige,None reported,Yes,39900
Mercedes-Benz,2016,399000,Diesel,Automatic,Silver,–,At least 1 accident or damage reported,Yes,24500
Porsche,2005,46200,Gasoline,Manual,Silver,Black,None reported,Yes,49999
Chevrolet,2022,3158,Gasoline,Automatic,Red,Red,None reported,Yes,85989
GMC,2021,26000,Gasoline,Automatic,White,Black,None reported,Yes,30900
Porsche,2020,12758,Gasoline,Automatic,Silver,Black,None reported,Yes,107900
Chevrolet,2007,123500,Gasoline,Other,Red,Beige,At least 1 accident or damage reported,Yes,27000
Ford,2018,26840,Gasoline,Manual,White,Black,None reported,Yes,42500
Ford,2021,17836,Gasoline,Automatic,Silver,Ebony,None reported,Yes,31933
Cadillac,2012,114500,E85 Flex Fuel,Automatic,Black,Black,None reported,Yes,16100
Chevrolet,2022,5400,Gasoline,Automatic,White,Black,None reported,Yes,89900
Toyota,2016,17500,Gasoline,Automatic,Red,Gray,None reported,Yes,15100
Chevrolet,2017,56000,Gasoline,Automatic,Blue,–,None reported,Yes,44600
Chevrolet,2020,20800,Gasoline,Automatic,Black,Beige,None reported,Yes,19000
Volkswagen,2015,107543,Gasoline,Other,Black,Black,None reported,Yes,13200
Nissan,2012,206000,Gasoline,Other,Black,Black,None reported,Yes,5000
Ford,2018,37100,E85 Flex Fuel,Automatic,Black,Black,None reported,Yes,46000
Land,2019,19813,Gasoline,Automatic,Silver,Beige,None reported,Yes,51900
Kia,2010,208321,Gasoline,Automatic,White,Beige,None reported,Yes,3500
Lexus,2012,200000,Gasoline,Other,White,Beige,At least 1 accident or damage reported,Yes,9995
MINI,2012,66000,Gasoline,Automatic,White,Black,None reported,Yes,10999
Bentley,2018,41000,Gasoline,Automatic,Gray,Gray,None reported,Yes,113000
Volvo,2019,20623,Gasoline,Automatic,Silver,Black,None reported,Yes,36800
Ford,2018,86000,Gasoline,Other,Black,Black,None reported,Yes,26900
Porsche,2022,1766,Gasoline,Automatic,Custom Color,Black,None reported,No,209995
Mercedes-Benz,2016,51354,Gasoline,Automatic,Blue,Black,None reported,Yes,73000
Jeep,2021,38000,Gasoline,Other,Gray,Black,None reported,Yes,72980
Toyota,2015,161000,Hybrid,Variator,Blue,Gray,None reported,Yes,11500
Nissan,2012,74750,Gasoline,Variator,Black,Black,None reported,Yes,12500
Porsche,2013,67522,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,59500
MINI,2012,152000,Gasoline,Automatic,White,Black,None reported,Yes,9000
Subaru,2019,71273,Gasoline,Variator,Black,Brown,None reported,Yes,23900
Subaru,2017,37800,Gasoline,Manual,Blue,Black,None reported,Yes,32500
Land,2019,42000,Gasoline,Other,White,Black,None reported,Yes,48990
Kia,2022,10101,Plug-In Hybrid,Automatic,White,–,None reported,Yes,44990
Chevrolet,2022,7900,Gasoline,Automatic,White,Red,None reported,Yes,92500
Tesla,2020,45468,Electric,Automatic,Silver,White,None reported,Yes,45999
Nissan,2017,187141,Gasoline,Automatic,Black,Black,None reported,Yes,16995
Porsche,2014,99100,Gasoline,Automatic,White,Black,None reported,Yes,32000
Subaru,2021,33500,Gasoline,Variator,Blue,Brown,None reported,Yes,34000
Acura,2016,102665,Gasoline,Automatic,Black,Black,None reported,Yes,15450
Ford,2001,52675,Gasoline,Manual,Black,Black,None reported,Yes,16995
BMW,2017,59203,Gasoline,Automatic,White,–,None reported,Yes,23000
Mercedes-Benz,2009,60100,Gasoline,Automatic,Black,Black,None reported,Yes,27000
Audi,2021,43238,Gasoline,Other,Black,Red,None reported,Yes,76400
MINI,2007,118000,Gasoline,Automatic,Beige,Black,None reported,Yes,3600
Ford,2021,17300,Gasoline,Automatic,Yellow,Black,None reported,Yes,31000
Audi,2016,64800,Gasoline,Automatic,White,Brown,None reported,Yes,50000
Mercedes-Benz,2022,1408,Gasoline,Automatic,Lunar Blue Metallic,–,None reported,No,46798
Volkswagen,2015,15167,Diesel,Automatic,Gold,Black,None reported,Yes,35000
Porsche,2016,64600,Gasoline,Automatic,White,Red,None reported,Yes,41000
Jeep,2022,31112,Gasoline,Automatic,Black,Black,None reported,Yes,83000
Tesla,2018,23250,Electric,Automatic,Gray,White,None reported,Yes,57000
MINI,2011,63500,Gasoline,Manual,Silver,Black,None reported,Yes,10500
RAM,2022,13464,Gasoline,Automatic,Diamond Black,Black,None reported,No,46999
Chevrolet,2001,64776,Gasoline,Automatic,Black,Gray,None reported,Yes,7500
Jeep,2022,9601,Gasoline,Automatic,Sting Gray Clearcoat,Black,None reported,No,33498
BMW,2013,135000,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,14000
Volvo,2013,208864,Gasoline,Automatic,White,Beige,At least 1 accident or damage reported,Yes,7500
INFINITI,2016,49872,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,21500
MINI,2009,90367,Gasoline,Manual,Red,Black,None reported,Yes,9250
Porsche,2014,36670,Gasoline,Other,White,Black,None reported,Yes,82499
Jeep,2023,3752,Gasoline,Automatic,Ember Pearlcoat,Global Black,None reported,Yes,84620
Lexus,2021,30761,Gasoline,Automatic,Eminent White Pearl,Black,None reported,No,44950
RAM,2022,13438,Gasoline,Automatic,Diamond Black,Black,None reported,No,46599
Jeep,2020,9100,Gasoline,Automatic,Red,Black,None reported,Yes,49895
Chrysler,2017,100600,–,Automatic,Black,Black,None reported,Yes,10000
Ford,2011,223824,Hybrid,Automatic,White,Brown,At least 1 accident or damage reported,Yes,4500
Audi,2016,96000,Gasoline,Automatic,Black,Black,None reported,Yes,21990
Chevrolet,2004,185000,Gasoline,Automatic,Red,Gray,At least 1 accident or damage reported,Yes,10500
Porsche,2021,6900,Electric,Automatic,White,Beige,None reported,Yes,79999
Honda,2017,96400,Hybrid,Variator,White,Beige,At least 1 accident or damage reported,Yes,18500
RAM,2018,67865,Gasoline,Automatic,White,Gray,None reported,Yes,36500
Land,2015,64300,E85 Flex Fuel,Other,Blue,Black,None reported,Yes,44850
Chevrolet,2018,76500,Gasoline,Automatic,White,Black,None reported,Yes,33500
GMC,2017,96343,Diesel,Automatic,Blue,Beige,At least 1 accident or damage reported,Yes,53000
Subaru,2018,74600,Gasoline,Other,Blue,Black,None reported,Yes,24000
Subaru,2014,157530,Gasoline,Automatic,Twilight Blue Metallic,Black,At least 1 accident or damage reported,Yes,9995
Tesla,2022,15000,Electric,Automatic,White,White,None reported,Yes,95999
Jeep,2012,80000,Gasoline,Automatic,Orange,Black,None reported,Yes,30000
Tesla,2018,83424,Electric,Automatic,Gray,Beige,None reported,Yes,45000
Mercedes-Benz,2021,19000,Gasoline,Automatic,Blue,Beige,None reported,Yes,37999
Porsche,2013,64000,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,67000
Mercedes-Benz,2019,34068,Gasoline,Automatic,White,Beige,None reported,Yes,46900
Buick,2021,20104,Gasoline,Automatic,Burnished Bronze Metallic,Ebony,None reported,Yes,33295
Nissan,2022,8400,Gasoline,Automatic,Red,Beige,None reported,Yes,59950
Porsche,2021,11938,Gasoline,Other,Black,–,None reported,No,209000
Chevrolet,2021,24670,Gasoline,Other,White,Brown,None reported,Yes,72500
Ford,2013,16478,Gasoline,Manual,White,Black,None reported,Yes,66400
Ford,2018,52500,E85 Flex Fuel,Automatic,Gray,Gray,None reported,Yes,35000
Porsche,2004,92500,Gasoline,Other,Silver,Black,None reported,Yes,12000
Mitsubishi,2008,62930,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,10000
Lexus,2007,116600,Gasoline,Automatic,White,Gray,None reported,Yes,19975
Dodge,2010,172024,Gasoline,Automatic,Red,Brown,At least 1 accident or damage reported,Yes,7500
Jeep,2012,57237,Gasoline,Automatic,Black,Black,None reported,Yes,22500
Subaru,2020,44600,Gasoline,Variator,Silver,Gray,None reported,Yes,28300
Jeep,2013,181830,Gasoline,Manual,Black,Black,None reported,Yes,21000
Subaru,2021,39948,Gasoline,Automatic,Ice Silver Metallic,Black,None reported,Yes,36791
Ford,2017,156453,Diesel,Automatic,White,Beige,None reported,Yes,40000
Porsche,2014,156193,Gasoline,Automatic,Silver,Black,None reported,Yes,36000
BMW,2020,27989,Gasoline,Automatic,Gray,Black,None reported,Yes,29000
Toyota,2014,146700,Gasoline,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,24999
GMC,2019,88450,Gasoline,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,42900
Toyota,2020,14065,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,27671
Subaru,2020,36844,Gasoline,Automatic,Magnetite Gray Metallic,Black,At least 1 accident or damage reported,No,30427
Chevrolet,2020,49000,Gasoline,Automatic,White,Black,None reported,Yes,44900
BMW,2013,58000,Gasoline,Automatic,White,Black,None reported,Yes,17900
Audi,2021,22800,Hybrid,Automatic,Blue,Brown,None reported,Yes,52000
Subaru,2014,78007,Gasoline,Automatic,Blue,Black,None reported,Yes,14750
Ford,2020,36500,Diesel,Automatic,Gray,Brown,None reported,Yes,69900
Honda,2004,156350,Gasoline,Automatic,Brown,Beige,At least 1 accident or damage reported,Yes,3990
Lexus,2021,17710,Gasoline,Automatic,White,Red,None reported,Yes,59000
Ford,2013,149000,Gasoline,Automatic,Brown,Beige,At least 1 accident or damage reported,Yes,7850
Subaru,2015,90000,Gasoline,Variator,Silver,Gray,None reported,Yes,16000
Ford,2022,9990,Gasoline,Other,Silver,Black,None reported,Yes,64500
Mercedes-Benz,2019,28663,Gasoline,Automatic,Jupiter Red,Black,None reported,No,29500
Lexus,2015,124250,Gasoline,Automatic,Gray,Orange,At least 1 accident or damage reported,Yes,17900
Ford,2017,50780,Diesel,Automatic,White,Black,None reported,Yes,61000
Porsche,2006,65000,Gasoline,Manual,Blue,Gray,None reported,No,43000
Tesla,2022,22457,Electric,Automatic,Midnight Silver Metallic,Black,None reported,No,40036
Toyota,2022,19361,Gasoline,Automatic,Red,Black,None reported,No,38298
BMW,2017,43000,Electric,Automatic,Black,–,None reported,Yes,16500
Ford,1993,115000,–,Automatic,Red,Gray,None reported,Yes,21900
Porsche,2020,2076,Electric,Automatic,Gray,Red,None reported,No,115998
Porsche,2018,9712,Gasoline,Automatic,Red,Black,None reported,No,188900
Mercedes-Benz,2005,131000,Gasoline,Automatic,Gray,Black,None reported,Yes,16500
Toyota,2022,31000,Gasoline,Other,Gray,Gray,None reported,Yes,43000
Volvo,2021,24158,Plug-In Hybrid,Automatic,Gray,Black,None reported,Yes,44900
Audi,2016,72865,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,22000
Mercedes-Benz,2014,89563,Gasoline,Automatic,Blue,Black,None reported,Yes,18995
Nissan,2012,72639,Gasoline,Variator,Black,Black,At least 1 accident or damage reported,Yes,15000
Mercedes-Benz,2012,79000,Gasoline,Automatic,Black,Black,None reported,Yes,19999
Audi,2012,111564,Gasoline,Automatic,White,Black,None reported,Yes,11200
Lexus,2018,75000,Gasoline,Automatic,White,Beige,At least 1 accident or damage reported,Yes,38095
Ford,2007,169613,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,5900
Honda,2011,175000,Gasoline,Automatic,Black,Gray,None reported,Yes,9000
BMW,2017,98500,Gasoline,Automatic,Black,Black,None reported,Yes,24500
Chrysler,2012,53000,Gasoline,Other,Black,Black,At least 1 accident or damage reported,Yes,13750
RAM,2015,72200,Diesel,Automatic,Black,Black,None reported,Yes,52500
Acura,2005,151600,Gasoline,Manual,Black,Black,None reported,Yes,7899
Lotus,2011,20000,Gasoline,Manual,White,Red,None reported,Yes,51000
Chevrolet,2010,170000,E85 Flex Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,9000
Ford,2019,69800,E85 Flex Fuel,Automatic,Silver,Gray,None reported,Yes,34600
Toyota,2020,26300,Gasoline,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes,46199
Honda,2007,156111,Gasoline,Other,Red,Black,At least 1 accident or damage reported,Yes,5200
Chevrolet,2016,172600,Diesel,Automatic,Red,Black,At least 1 accident or damage reported,Yes,32500
Honda,2010,145000,Gasoline,Automatic,Green,Black,None reported,Yes,9000
Ford,2001,64309,Gasoline,Automatic,White,Gray,None reported,Yes,7500
RAM,2021,15183,Gasoline,Automatic,Black,Black,None reported,Yes,90000
Buick,2020,28548,Gasoline,Automatic,Ebony Twilight Metallic,Ebony,None reported,No,32063
